user_id,group,age,city,device,reg_date
user_00969,B,20.0,Новосибирск,Android,2023-12-31
user_00970,A,36.0,Москва,iOS,2024-12-22
user_00971,B,28.0,Новосибирск,iOS,2023-10-03
user_00972,A,43.0,Екатеринбург,Android,2023-05-12
user_00973,B,,Санкт-Петербург,Android,2023-07-06
user_00974,A,30.0,Москва,iOS,2023-03-09
user_00975,B,18.0,,iOS,2024-03-29
user_00976,A,30.0,Москва,Android,2023-09-16
user_00977,B,18.0,Москва,Android,2024-06-29
user_00978,A,19.0,Другой,iOS,2022-12-16
user_00979,B,42.0,Москва,iOS,2024-10-21
user_00980,A,42.0,Санкт-Петербург,Android,2023-07-03
user_00981,B,39.0,Санкт-Петербург,Android,2024-08-03
user_00982,A,25.0,Москва,iOS,2025-05-27
user_00983,B,34.0,Москва,iOS,2025-07-09
user_00984,A,34.0,Москва,Android,2023-01-03
user_00985,B,23.0,,Android,2024-09-27
user_00986,A,,Москва,iOS,2024-01-20
user_00987,B,43.0,Санкт-Петербург,iOS,2024-01-25
user_00988,A,32.0,Москва,Android,2024-01-09
user_00989,B,35.0,Москва,Android,2025-10-24
user_00990,A,37.0,Москва,iOS,2024-04-30
user_00991,B,18.0,Новосибирск,iOS,2025-08-03
user_00992,A,32.0,Екатеринбург,Android,2023-09-03
user_00993,B,28.0,Другой,Android,2022-12-25
user_00994,A,24.0,Санкт-Петербург,iOS,2024-12-28
user_00995,B,32.0,Москва,iOS,2025-10-31
user_00996,A,52.0,Другой,Android,2023-02-15
user_00997,B,41.0,Санкт-Петербург,Android,2024-04-24
user_00998,A,29.0,Москва,iOS,2023-11-01
user_00999,B,40.0,Санкт-Петербург,iOS,2023-03-21
user_01000,A,48.0,Москва,Android,2024-06-21
user_01001,B,44.0,Другой,Android,2024-01-03
user_01002,A,35.0,Санкт-Петербург,iOS,2024-05-26
user_01003,B,28.0,Новосибирск,iOS,2023-03-06
user_01004,A,41.0,Москва,Android,2025-06-27
user_01005,B,38.0,Екатеринбург,Android,2022-12-05
user_01006,A,43.0,Москва,iOS,2023-04-03
user_01007,B,41.0,Новосибирск,iOS,2025-01-21
user_01008,A,45.0,,Android,2024-05-26
user_01009,B,29.0,Новосибирск,Android,2024-11-24
user_01010,A,48.0,Москва,iOS,2023-06-26
user_01011,B,36.0,Новосибирск,iOS,2022-12-27
user_01012,A,55.0,Другой,Android,2024-07-09
user_01013,B,28.0,Москва,Android,2025-01-17
user_01014,A,,Другой,iOS,2024-03-05
user_01015,B,36.0,Москва,iOS,2025-01-05
user_01016,A,28.0,Москва,Android,2025-09-24
user_01017,B,30.0,Санкт-Петербург,Android,2023-06-09
user_01018,A,31.0,Москва,iOS,2024-08-25
user_01019,B,39.0,Москва,iOS,2025-08-06
user_01020,A,40.0,Екатеринбург,Android,2025-11-10
user_01021,B,29.0,Москва,Android,2023-05-17
user_01022,A,12.0,Москва,iOS,2023-12-04
user_01023,B,56.0,Москва,iOS,2023-12-30
user_01024,A,52.0,Новосибирск,Android,2025-09-08
user_01025,B,39.0,Новосибирск,Android,2025-06-12
user_01026,A,35.0,Москва,iOS,2023-01-01
user_01027,B,36.0,Новосибирск,iOS,2023-02-07
user_01028,A,41.0,Санкт-Петербург,Android,2024-04-07
user_01029,B,24.0,Екатеринбург,Android,2025-11-06
user_01030,A,32.0,Другой,iOS,2024-08-03
user_01031,B,18.0,Санкт-Петербург,iOS,2024-10-01
user_01032,A,38.0,Москва,Android,2025-08-17
user_01033,B,,Новосибирск,Android,2025-01-31
user_01034,A,30.0,Москва,iOS,2023-10-05
user_01035,B,50.0,Новосибирск,iOS,2022-12-25
user_01036,A,22.0,Москва,Android,2024-10-28
user_01037,B,20.0,Санкт-Петербург,Android,2024-11-07
user_01038,A,37.0,Москва,iOS,2024-11-14
user_01039,B,45.0,Екатеринбург,iOS,2024-07-29
user_01040,A,51.0,Москва,Android,2024-03-15
user_01041,B,30.0,Другой,Android,2025-09-09
user_01042,A,45.0,Москва,iOS,2024-06-04
user_01043,B,,Новосибирск,iOS,2023-03-24
user_01044,A,33.0,Другой,Android,2024-04-28
user_01045,B,43.0,Новосибирск,Android,2025-01-18
user_01046,A,41.0,Новосибирск,iOS,2023-01-17
user_01047,B,19.0,,iOS,2024-06-13
user_01048,A,49.0,Санкт-Петербург,Android,2024-02-22
user_01049,B,48.0,Москва,Android,2023-09-24
user_01050,A,28.0,Новосибирск,iOS,2024-10-17
user_01051,B,38.0,Москва,iOS,2025-01-30
user_01052,A,39.0,Москва,Android,2023-08-26
user_01053,B,37.0,Другой,Android,2023-05-16
user_01054,A,29.0,Другой,iOS,2025-01-08
user_01055,B,28.0,Новосибирск,iOS,2025-10-19
user_01056,A,34.0,,Android,2024-02-26
user_01057,B,46.0,Новосибирск,Android,2025-03-21
user_01058,A,40.0,Москва,iOS,2024-03-24
user_01059,B,31.0,Другой,iOS,2023-09-26
user_01060,A,42.0,Екатеринбург,Android,2025-04-09
user_01061,B,18.0,Санкт-Петербург,Android,2024-08-18
user_01062,A,46.0,Москва,iOS,2024-09-22
user_01063,B,18.0,Санкт-Петербург,iOS,2025-05-25
user_01064,A,31.0,Москва,Android,2023-08-14
user_01065,B,23.0,Москва,Android,2024-01-15
user_01066,A,22.0,Москва,iOS,2023-08-28
user_01067,B,46.0,,iOS,2024-01-06
user_01068,A,30.0,,Android,2023-08-27
user_01069,B,38.0,Москва,Android,2024-08-11
user_01070,A,34.0,Санкт-Петербург,iOS,2025-10-25
user_01071,B,39.0,Другой,iOS,2023-08-21
user_01072,A,35.0,Новосибирск,Android,2025-04-16
user_01073,B,22.0,Москва,Android,2023-09-11
user_01074,A,44.0,Санкт-Петербург,iOS,2023-10-07
user_01075,B,30.0,Москва,iOS,2024-08-29
user_01076,A,,Москва,Android,2023-04-05
user_01077,B,30.0,Новосибирск,Android,2025-11-13
user_01078,A,50.0,Другой,iOS,2023-07-18
user_01079,B,43.0,Москва,iOS,2023-11-30
user_01080,A,31.0,Другой,Android,2024-08-29
user_01081,B,31.0,Москва,Android,2023-09-12
user_01082,A,31.0,,iOS,2023-01-17
user_01083,B,,Другой,iOS,2024-08-31
user_01084,A,38.0,Москва,Android,2025-03-14
user_01085,B,39.0,Екатеринбург,Android,2025-03-09
user_01086,A,45.0,Санкт-Петербург,iOS,2024-07-31
user_01087,B,37.0,Новосибирск,iOS,2025-05-13
user_01088,A,32.0,Новосибирск,Android,2024-05-31
user_01089,B,33.0,,Android,2023-09-25
user_01090,A,34.0,Новосибирск,iOS,2023-12-07
user_01091,B,34.0,Екатеринбург,iOS,2023-06-24
user_01092,A,42.0,Другой,Android,2023-08-14
user_01093,B,35.0,Москва,Android,2023-12-01
user_01094,A,42.0,,iOS,2023-01-10
user_01095,B,,Москва,iOS,2024-05-17
user_01096,A,35.0,Другой,Android,2024-03-04
user_01097,B,18.0,Санкт-Петербург,Android,2024-03-07
user_01098,A,44.0,Санкт-Петербург,iOS,2024-03-04
user_01099,B,38.0,Москва,iOS,2023-01-10
user_01100,A,44.0,Новосибирск,Android,2024-11-22
user_01101,B,18.0,Новосибирск,Android,2023-04-29
user_01102,A,55.0,Екатеринбург,iOS,2025-07-21
user_01103,B,33.0,Новосибирск,iOS,2023-08-19
user_01104,A,46.0,Москва,Android,2025-09-11
user_01105,B,24.0,Другой,Android,2025-07-05
user_01106,A,41.0,Санкт-Петербург,iOS,2024-12-22
user_01107,B,24.0,Санкт-Петербург,iOS,2023-11-29
user_01108,A,28.0,Санкт-Петербург,Android,2025-01-19
user_01109,B,54.0,Новосибирск,Android,2025-08-20
user_01110,A,33.0,Екатеринбург,iOS,2025-07-15
user_01111,B,37.0,Санкт-Петербург,iOS,2023-08-26
user_01112,A,43.0,Новосибирск,Android,2023-10-19
user_01113,B,39.0,Санкт-Петербург,Android,2023-12-18
user_01114,A,36.0,Санкт-Петербург,iOS,2024-02-24
user_01115,B,38.0,Москва,iOS,2023-01-23
user_01116,A,59.0,Санкт-Петербург,Android,2025-03-03
user_01117,B,34.0,Санкт-Петербург,Android,2022-12-18
user_01118,A,37.0,Москва,iOS,2024-05-23
user_01119,B,45.0,Екатеринбург,iOS,2025-03-12
user_01120,A,46.0,Новосибирск,Android,2024-02-16
user_01121,B,46.0,Санкт-Петербург,Android,2024-01-07
user_01122,A,41.0,Москва,iOS,2024-01-10
user_01123,B,23.0,Другой,iOS,2023-04-02
user_01124,A,51.0,,Android,2023-11-15
user_01125,B,23.0,Новосибирск,Android,2025-05-05
user_01126,A,38.0,Санкт-Петербург,iOS,2025-08-17
user_01127,B,27.0,Другой,iOS,2024-09-13
user_01128,A,34.0,Санкт-Петербург,Android,2025-06-12
user_01129,B,38.0,Екатеринбург,Android,2024-04-06
user_01130,A,38.0,Москва,iOS,2025-04-11
user_01131,B,39.0,Новосибирск,iOS,2025-02-24
user_01132,A,51.0,Москва,Android,2023-02-11
user_01133,B,39.0,Другой,Android,2025-01-05
user_01134,A,32.0,Санкт-Петербург,iOS,2024-08-19
user_01135,B,44.0,Новосибирск,iOS,2025-02-02
user_01136,A,46.0,Санкт-Петербург,Android,2025-10-28
user_01137,B,22.0,Санкт-Петербург,Android,2023-02-04
user_01138,A,40.0,Екатеринбург,iOS,2025-10-19
user_01139,B,42.0,Екатеринбург,iOS,2023-06-29
user_01140,A,32.0,,Android,2025-05-30
user_01141,B,48.0,Москва,Android,2025-06-10
user_01142,A,33.0,Другой,iOS,2023-02-12
user_01143,B,17.0,Новосибирск,iOS,2024-04-04
user_01144,A,33.0,Москва,Android,2025-10-15
user_01145,B,,Новосибирск,Android,2025-02-05
user_01146,A,24.0,Санкт-Петербург,iOS,2023-02-06
user_01147,B,20.0,Екатеринбург,iOS,2025-01-19
user_01148,A,50.0,Москва,Android,2025-10-10
user_01149,B,26.0,Другой,Android,2023-02-26
user_01150,A,25.0,Новосибирск,iOS,2023-12-11
user_01151,B,18.0,Екатеринбург,iOS,2024-07-06
user_01152,A,28.0,Новосибирск,Android,2025-05-06
user_01153,B,21.0,Екатеринбург,Android,2025-02-10
user_01154,A,51.0,Москва,iOS,2024-08-02
user_01155,B,45.0,Екатеринбург,iOS,2024-06-25
user_01156,A,28.0,Другой,Android,2025-06-19
user_01157,B,57.0,Москва,Android,2023-10-24
user_01158,A,44.0,Екатеринбург,iOS,2025-04-01
user_01159,B,31.0,Другой,iOS,2024-07-12
user_01160,A,18.0,Москва,Android,2023-03-09
user_01161,B,57.0,,Android,2025-10-11
user_01162,A,21.0,Новосибирск,iOS,2023-09-05
user_01163,B,18.0,Москва,iOS,2025-06-24
user_01164,A,45.0,Другой,Android,2025-05-31
user_01165,B,59.0,Другой,Android,2023-05-22
user_01166,A,48.0,Екатеринбург,iOS,2025-09-08
user_01167,B,40.0,Санкт-Петербург,iOS,2023-07-07
user_01168,A,40.0,,Android,2023-11-21
user_01169,B,43.0,Санкт-Петербург,Android,2023-08-22
user_01170,A,42.0,Новосибирск,iOS,2025-01-31
user_01171,B,37.0,Санкт-Петербург,iOS,2025-03-13
user_01172,A,36.0,Другой,Android,2024-09-10
user_01173,B,34.0,Москва,Android,2025-05-29
user_01174,A,27.0,Санкт-Петербург,iOS,2023-01-08
user_01175,B,32.0,,iOS,2023-11-19
user_01176,A,18.0,Санкт-Петербург,Android,2025-06-04
user_01177,B,34.0,Новосибирск,Android,2024-01-05
user_01178,A,25.0,Санкт-Петербург,iOS,2025-06-06
user_01179,B,23.0,Другой,iOS,2023-05-21
user_01180,A,36.0,Другой,Android,2024-04-13
user_01181,B,48.0,Другой,Android,2024-09-11
user_01182,A,44.0,Москва,iOS,2023-10-19
user_01183,B,19.0,Москва,iOS,2023-07-29
user_01184,A,25.0,Екатеринбург,Android,2023-05-23
user_01185,B,44.0,Санкт-Петербург,Android,2023-07-09
user_01186,A,25.0,Санкт-Петербург,iOS,2025-05-26
user_01187,B,32.0,Москва,iOS,2024-11-30
user_01188,A,40.0,Москва,Android,2023-05-11
user_01189,B,25.0,Санкт-Петербург,Android,2025-10-25
user_01190,A,36.0,Другой,iOS,2025-01-12
user_01191,B,21.0,Новосибирск,iOS,2025-09-30
user_01192,A,28.0,Москва,Android,2023-10-11
user_01193,B,38.0,Екатеринбург,Android,2025-01-01
user_01194,A,19.0,Москва,iOS,2025-01-05
user_01195,B,39.0,Новосибирск,iOS,2023-02-15
user_01196,A,34.0,Екатеринбург,Android,2023-11-02
user_01197,B,,Санкт-Петербург,Android,2024-10-04
user_01198,A,37.0,Москва,iOS,2023-09-21
user_01199,B,48.0,Москва,iOS,2023-10-16
user_01200,A,36.0,Санкт-Петербург,Android,2023-09-10
user_01201,B,30.0,Москва,Android,2023-11-19
user_01202,A,36.0,Москва,iOS,2023-03-03
user_01203,B,40.0,Москва,iOS,2025-03-26
user_01204,A,35.0,Санкт-Петербург,Android,2024-08-09
user_01205,B,35.0,Другой,Android,2024-08-12
user_01206,A,27.0,Екатеринбург,iOS,2025-05-19
user_01207,B,28.0,,iOS,2024-07-01
user_01208,A,20.0,Санкт-Петербург,Android,2023-11-23
user_01209,B,52.0,Другой,Android,2023-07-16
user_01210,A,22.0,Екатеринбург,iOS,2023-08-14
user_01211,B,28.0,Москва,iOS,2024-01-07
user_01212,A,27.0,Екатеринбург,Android,2022-11-25
user_01213,B,43.0,,Android,2024-04-19
user_01214,A,32.0,Москва,iOS,2022-12-13
user_01215,B,47.0,,iOS,2025-06-14
user_01216,A,28.0,Новосибирск,Android,2025-09-02
user_01217,B,37.0,Москва,Android,2025-09-04
user_01218,A,,Екатеринбург,iOS,2022-11-29
user_01219,B,56.0,Санкт-Петербург,iOS,2025-08-24
user_01220,A,23.0,Санкт-Петербург,Android,2024-03-19
user_01221,B,38.0,Другой,Android,2024-02-05
user_01222,A,41.0,Санкт-Петербург,iOS,2025-07-19
user_01223,B,39.0,Москва,iOS,2025-06-04
user_01224,A,33.0,Москва,Android,2025-03-06
user_01225,B,33.0,Новосибирск,Android,2025-05-10
user_01226,A,35.0,Другой,iOS,2023-04-29
user_01227,B,33.0,Москва,iOS,2022-12-01
user_01228,A,44.0,Новосибирск,Android,2024-04-02
user_01229,B,57.0,Екатеринбург,Android,2024-06-09
user_01230,A,29.0,Новосибирск,iOS,2024-01-17
user_01231,B,21.0,Другой,iOS,2023-02-26
user_01232,A,34.0,Москва,Android,2023-12-01
user_01233,B,60.0,Москва,Android,2023-09-17
user_01234,A,26.0,Новосибирск,iOS,2023-03-10
user_01235,B,51.0,Москва,iOS,2024-11-01
user_01236,A,51.0,Санкт-Петербург,Android,2023-02-01
user_01237,B,29.0,Другой,Android,2023-09-11
user_01238,A,40.0,Новосибирск,iOS,2023-01-23
user_01239,B,51.0,Екатеринбург,iOS,2024-07-21
user_01240,A,31.0,Москва,Android,2024-09-26
user_01241,B,32.0,Санкт-Петербург,Android,2023-05-16
user_01242,A,29.0,Москва,iOS,2023-02-26
user_01243,B,24.0,Другой,iOS,2023-06-29
user_01244,A,28.0,Санкт-Петербург,Android,2025-03-20
user_01245,B,22.0,Екатеринбург,Android,2023-11-18
user_01246,A,35.0,Москва,iOS,2023-10-14
user_01247,B,27.0,Москва,iOS,2024-06-22
user_01248,A,37.0,Новосибирск,Android,2023-11-16
user_01249,B,,Екатеринбург,Android,2025-06-07
user_01250,A,38.0,Москва,iOS,2024-11-24
user_01251,B,43.0,Екатеринбург,iOS,2023-01-30
user_01252,A,18.0,Новосибирск,Android,2023-05-27
user_01253,B,38.0,Санкт-Петербург,Android,2024-07-22
user_01254,A,47.0,Новосибирск,iOS,2024-09-09
user_01255,B,22.0,Новосибирск,iOS,2024-12-11
user_01256,A,51.0,Другой,Android,2025-01-02
user_01257,B,39.0,Москва,Android,2023-04-05
user_01258,A,27.0,,iOS,2025-04-11
user_01259,B,,Другой,iOS,2023-03-30
user_01260,A,40.0,Москва,Android,2024-07-09
user_01261,B,35.0,Другой,Android,2025-07-09
user_01262,A,40.0,Москва,iOS,2023-08-20
user_01263,B,25.0,Санкт-Петербург,iOS,2023-07-25
user_01264,A,36.0,Новосибирск,Android,2024-06-02
user_01265,B,20.0,,Android,2024-09-22
user_01266,A,33.0,Другой,iOS,2025-11-01
user_01267,B,25.0,Москва,,2025-03-14
user_01268,A,27.0,Новосибирск,Android,2025-10-27
user_01269,B,47.0,Екатеринбург,Android,2024-01-21
user_01270,A,45.0,Санкт-Петербург,iOS,2024-01-20
user_01271,B,41.0,Санкт-Петербург,iOS,2023-03-17
user_01272,A,24.0,Москва,Android,2023-06-29
user_01273,B,17.0,Новосибирск,Android,2025-11-05
user_01274,A,,Новосибирск,iOS,2023-05-16
user_01275,B,36.0,,iOS,2025-08-04
user_01276,A,58.0,Москва,Android,2024-06-28
user_01277,B,38.0,Новосибирск,Android,2025-04-10
user_01278,A,36.0,Екатеринбург,iOS,2024-08-27
user_01279,B,31.0,Москва,iOS,2024-05-02
user_01280,A,36.0,Москва,Android,2025-10-29
user_01281,B,33.0,Новосибирск,Android,2024-11-11
user_01282,A,42.0,Другой,iOS,2023-08-10
user_01283,B,44.0,Другой,iOS,2025-08-30
user_01284,A,27.0,Другой,Android,2025-10-17
user_01285,B,21.0,Москва,Android,2025-09-02
user_01286,A,18.0,Москва,iOS,2025-08-22
user_01287,B,40.0,Москва,iOS,2023-11-21
user_01288,A,23.0,Москва,Android,2024-03-08
user_01289,B,18.0,Москва,Android,2024-07-04
user_01290,A,38.0,Другой,iOS,2023-12-19
user_01291,B,59.0,Новосибирск,iOS,2022-11-21
user_01292,A,34.0,Москва,Android,2023-07-18
user_01293,B,43.0,Санкт-Петербург,Android,2023-01-06
user_01294,A,35.0,Другой,iOS,2025-06-27
user_01295,B,34.0,Москва,iOS,2023-07-17
user_01296,A,44.0,Другой,Android,2024-01-16
user_01297,B,32.0,Новосибирск,Android,2025-03-16
user_01298,A,37.0,Москва,iOS,2025-03-14
user_01299,B,38.0,Екатеринбург,iOS,2023-02-19
user_01300,A,28.0,Москва,Android,2024-10-01
user_01301,B,44.0,Новосибирск,Android,2024-11-03
user_01302,A,33.0,Новосибирск,iOS,2024-01-26
user_01303,B,27.0,Новосибирск,iOS,2022-12-11
user_01304,A,40.0,Москва,Android,2024-01-04
user_01305,B,26.0,Новосибирск,Android,2024-06-16
user_01306,A,35.0,Екатеринбург,iOS,2024-04-22
user_01307,B,103.0,Другой,iOS,2023-04-05
user_01308,A,45.0,Санкт-Петербург,Android,2024-08-09
user_01309,B,39.0,Екатеринбург,Android,2024-07-24
user_01310,A,34.0,,iOS,2025-09-20
user_01311,B,43.0,Екатеринбург,iOS,2024-09-11
user_01312,A,48.0,Екатеринбург,Android,2022-11-30
user_01313,B,,Москва,Android,2023-07-09
user_01314,A,35.0,Екатеринбург,iOS,2024-09-30
user_01315,B,21.0,Санкт-Петербург,iOS,2024-10-17
user_01316,A,24.0,Санкт-Петербург,Android,2025-02-06
user_01317,B,31.0,Москва,Android,2023-01-16
user_01318,A,28.0,Екатеринбург,iOS,2023-11-12
user_01319,B,33.0,Санкт-Петербург,iOS,2023-12-20
user_01320,A,35.0,Екатеринбург,Android,2024-09-24
user_01321,B,40.0,Другой,Android,2024-10-10
user_01322,A,34.0,Санкт-Петербург,iOS,2025-07-26
user_01323,B,39.0,Москва,iOS,2025-07-16
user_01324,A,35.0,Москва,Android,2023-01-29
user_01325,B,,Санкт-Петербург,Android,2023-08-23
user_01326,A,25.0,Новосибирск,iOS,2025-07-31
user_01327,B,33.0,Другой,iOS,2023-10-02
user_01328,A,22.0,Новосибирск,Android,2025-06-18
user_01329,B,40.0,Москва,Android,2024-10-04
user_01330,A,50.0,Другой,iOS,2025-06-22
user_01331,B,47.0,Москва,iOS,2025-03-14
user_01332,A,32.0,Санкт-Петербург,Android,2023-03-12
user_01333,B,49.0,Санкт-Петербург,Android,2025-10-20
user_01334,A,36.0,,iOS,2024-07-23
user_01335,B,31.0,Санкт-Петербург,iOS,2024-08-25
user_01336,A,28.0,,Android,2022-12-26
user_01337,B,31.0,Новосибирск,Android,2024-01-18
user_01338,A,31.0,Екатеринбург,iOS,2024-09-27
user_01339,B,36.0,Москва,iOS,2024-11-11
user_01340,A,36.0,Другой,Android,2023-04-02
user_01341,B,35.0,Санкт-Петербург,Android,2023-09-19
user_01342,A,39.0,Санкт-Петербург,iOS,2024-06-14
user_01343,B,46.0,Другой,iOS,2023-01-20
user_01344,A,44.0,Москва,Android,2024-10-12
user_01345,B,20.0,Екатеринбург,Android,2024-12-25
user_01346,A,18.0,Санкт-Петербург,iOS,2025-11-16
user_01347,B,44.0,Санкт-Петербург,iOS,2023-10-23
user_01348,A,21.0,Москва,Android,2025-01-23
user_01349,B,32.0,Санкт-Петербург,Android,2023-12-06
user_01350,A,23.0,Москва,iOS,2023-07-15
user_01351,B,18.0,Москва,iOS,2024-08-10
user_01352,A,40.0,Санкт-Петербург,Android,2024-08-23
user_01353,B,42.0,Москва,Android,2023-01-21
user_01354,A,29.0,Новосибирск,iOS,2024-05-27
user_01355,B,18.0,,iOS,2025-03-14
user_01356,A,29.0,Другой,Android,2023-05-14
user_01357,B,38.0,Новосибирск,Android,2025-08-31
user_01358,A,20.0,Москва,iOS,2024-03-18
user_01359,B,36.0,Москва,iOS,2024-12-18
user_01360,A,34.0,Екатеринбург,Android,2025-05-31
user_01361,B,40.0,Другой,Android,2024-07-29
user_01362,A,36.0,Москва,iOS,2024-02-03
user_01363,B,25.0,Санкт-Петербург,iOS,2025-10-28
user_01364,A,46.0,Другой,Android,2024-07-29
user_01365,B,33.0,Екатеринбург,Android,2023-11-11
user_01366,A,34.0,Другой,iOS,2023-07-05
user_01367,B,25.0,,iOS,2024-12-23
user_01368,A,30.0,Другой,Android,2023-02-02
user_01369,B,26.0,Москва,Android,2024-01-05
user_01370,A,33.0,Новосибирск,iOS,2023-05-26
user_01371,B,52.0,Санкт-Петербург,iOS,2025-05-14
user_01372,A,21.0,Москва,Android,2025-09-19
user_01373,B,18.0,Другой,Android,2023-01-08
user_01374,A,49.0,Другой,iOS,2025-08-02
user_01375,B,32.0,Санкт-Петербург,iOS,2025-09-07
user_01376,A,28.0,Санкт-Петербург,Android,2023-09-29
user_01377,B,45.0,Другой,Android,2023-12-12
user_01378,A,28.0,Санкт-Петербург,iOS,2024-10-14
user_01379,B,53.0,Санкт-Петербург,iOS,2025-08-04
user_01380,A,41.0,Новосибирск,Android,2025-10-25
user_01381,B,30.0,Москва,Android,2024-08-14
user_01382,A,56.0,Москва,iOS,2024-09-18
user_01383,B,28.0,Екатеринбург,iOS,2023-09-07
user_01384,A,42.0,Санкт-Петербург,Android,2023-06-07
user_01385,B,37.0,Другой,Android,2025-10-10
user_01386,A,48.0,Новосибирск,iOS,2023-08-16
user_01387,B,50.0,Екатеринбург,iOS,2024-01-12
user_01388,A,35.0,Москва,Android,2023-01-31
user_01389,B,27.0,,Android,2025-06-15
user_01390,A,39.0,Москва,iOS,2025-01-19
user_01391,B,28.0,Москва,iOS,2025-10-22
user_01392,A,55.0,Другой,Android,2023-07-13
user_01393,B,36.0,Санкт-Петербург,Android,2022-11-26
user_01394,A,31.0,Москва,iOS,2024-08-15
user_01395,B,36.0,Москва,iOS,2023-02-16
user_01396,A,21.0,Санкт-Петербург,Android,2023-05-15
user_01397,B,25.0,Новосибирск,Android,2024-09-30
user_01398,A,47.0,Санкт-Петербург,iOS,2025-07-01
user_01399,B,28.0,Новосибирск,iOS,2023-02-20
user_01400,A,24.0,Другой,Android,2023-06-17
user_01401,B,40.0,,Android,2025-10-19
user_01402,A,46.0,Новосибирск,iOS,2024-08-18
user_01403,B,42.0,Москва,iOS,2023-01-03
user_01404,A,44.0,Екатеринбург,Android,2024-08-18
user_01405,B,27.0,Санкт-Петербург,Android,2024-01-21
user_01406,A,20.0,Москва,iOS,2024-09-05
user_01407,B,50.0,Другой,iOS,2024-01-02
user_01408,A,31.0,Екатеринбург,Android,2023-12-17
user_01409,B,32.0,Другой,Android,2024-06-26
user_01410,A,48.0,Другой,iOS,2024-06-06
user_01411,B,40.0,Санкт-Петербург,iOS,2025-11-12
user_01412,A,39.0,Санкт-Петербург,Android,2024-09-01
user_01413,B,56.0,Новосибирск,Android,2025-05-09
user_01414,A,28.0,Москва,iOS,2023-07-16
user_01415,B,44.0,Другой,iOS,2024-05-29
user_01416,A,35.0,Другой,Android,2023-09-19
user_01417,B,37.0,Москва,Android,2023-10-06
user_01418,A,50.0,Другой,iOS,2024-05-31
user_01419,B,40.0,Новосибирск,iOS,2023-07-10
user_01420,A,40.0,Другой,Android,2022-12-19
user_01421,B,45.0,Екатеринбург,Android,2025-10-05
user_01422,A,31.0,Санкт-Петербург,ios,2023-06-15
user_01423,B,26.0,Санкт-Петербург,iOS,2024-01-15
user_01424,A,24.0,Екатеринбург,Android,2024-11-04
user_01425,B,18.0,Москва,Android,2024-08-31
user_01426,A,55.0,Другой,iOS,2024-05-26
user_01427,B,23.0,Санкт-Петербург,iOS,2023-09-03
user_01428,A,32.0,Москва,Android,2024-06-20
user_01429,B,32.0,Москва,Android,2024-04-02
user_01430,A,38.0,Москва,iOS,2023-11-03
user_01431,B,43.0,Другой,iOS,2023-04-12
user_01432,A,43.0,Москва,Android,2024-08-16
user_01433,B,29.0,Санкт-Петербург,Android,2024-10-11
user_01434,A,33.0,Москва,iOS,2025-05-14
user_01435,B,37.0,Москва,iOS,2023-03-01
user_01436,A,32.0,Новосибирск,Android,2023-08-11
user_01437,B,51.0,Другой,Android,2023-01-16
user_01438,A,39.0,Москва,iOS,2025-07-09
user_01439,B,42.0,Москва,iOS,2023-03-01
user_01440,A,41.0,Екатеринбург,Android,2023-06-22
user_01441,B,46.0,Новосибирск,Android,2025-01-11
user_01442,A,36.0,,iOS,2023-03-08
user_01443,B,22.0,Санкт-Петербург,iOS,2023-05-13
user_01444,A,38.0,Другой,Android,2025-04-09
user_01445,B,28.0,Новосибирск,Android,2025-01-28
user_01446,A,29.0,Москва,iOS,2023-11-19
user_01447,B,40.0,,iOS,2025-05-19
user_01448,A,47.0,Санкт-Петербург,Android,2024-11-15
user_01449,B,35.0,Санкт-Петербург,Android,2024-08-18
user_01450,A,38.0,Новосибирск,iOS,2024-09-28
user_01451,B,52.0,Другой,iOS,2023-12-28
user_01452,A,37.0,Москва,Android,2025-11-14
user_01453,B,61.0,Москва,Android,2023-04-27
user_01454,A,40.0,Другой,iOS,2025-06-28
user_01455,B,18.0,,iOS,2023-08-14
user_01456,A,42.0,Санкт-Петербург,Android,2023-05-27
user_01457,B,38.0,Новосибирск,Android,2025-07-04
user_01458,A,47.0,Новосибирск,iOS,2023-06-05
user_01459,B,41.0,Санкт-Петербург,iOS,2025-06-08
user_01460,A,33.0,Екатеринбург,Android,2024-08-14
user_01461,B,22.0,Новосибирск,Android,2025-06-28
user_01462,A,32.0,Москва,iOS,2025-07-08
user_01463,B,26.0,Екатеринбург,iOS,2024-03-06
user_01464,A,29.0,Санкт-Петербург,Android,2024-02-19
user_01465,B,40.0,Другой,Android,2023-09-08
user_01466,A,51.0,Санкт-Петербург,iOS,2024-04-29
user_01467,B,38.0,Другой,iOS,2024-12-01
user_01468,A,23.0,Новосибирск,Android,2025-01-28
user_01469,B,39.0,Другой,Android,2023-11-28
user_01470,A,46.0,Москва,iOS,2024-09-24
user_01471,B,28.0,Екатеринбург,iOS,2024-09-13
user_01472,A,33.0,Другой,Android,2025-06-03
user_01473,B,35.0,Новосибирск,Android,2025-08-12
user_01474,A,27.0,Екатеринбург,iOS,2023-01-18
user_01475,B,41.0,Другой,iOS,2023-03-31
user_01476,A,33.0,Москва,Android,2025-07-18
user_01477,B,39.0,,Android,2023-07-07
user_01478,A,26.0,Санкт-Петербург,iOS,2024-11-06
user_01479,B,30.0,Другой,iOS,2025-07-25
